Cluster ID	Cluster Name	Types	Size	Organisms	Length	Identity
UniRef50_F0U3M7	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/New York/3256/2009(N1)	45	0.5
UniRef50_F1KLN4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	7	Influenza A virus (A/swine/Korea/4382/2009(H1N2); Influenza A virus (A/swine/Korea/4381/2009(H1N2); Influenza A virus (A/swine/Korea/4779/2010(H1N2); Influenza A virus (A/swine/Korea/4372/2009(H1N2); Influenza A virus (A/swine/Korea/5008/2010(H1N2); Influenza A virus (A/swine/Korea/4456/2009(H1N2); Influenza A virus (A/swine/Korea/4383/2009(H1N2)	79	0.5
UniRef50_F1KLP4	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/swine/Korea/4382/2009(H1N2); Influenza A virus (A/swine/Korea/4381/2009(H1N2); Influenza A virus (A/swine/Korea/5008/2010(H1N2); Influenza A virus (A/swine/Korea/4779/2010(H1N2); Influenza A virus (A/swine/Korea/4372/2009(H1N2); Influenza A virus (A/swine/Korea/4940/2010(H1N2); Influenza A virus (A/swine/Korea/4456/2009(H1N2); Influenza A virus (A/swine/Korea/4383/2009(H1N2); Influenza A virus	106	0.5
UniRef50_F1T2F2	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/duck/Vietnam/OIE-2326/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2390/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2322/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2325/2009(H9N2)	139	0.5
UniRef50_F2NZ68	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	34	Influenza A virus (A/duck/Vietnam/5/2010(H5N1); Influenza A virus (A/Uganda/SW570/2009(H1N1); Influenza A virus (A/Sudan/175/2011(H1); Influenza A virus (A/Harda/4725/2015(H1N1); Influenza A virus (A/Thailand/CU-H2539/2010(H1N1); Influenza A virus (A/Sudan/116/2011(H1); Influenza A virus (A/Pavia/48/2009(H1N1); Influenza A virus (A/Pavia/187/2009(H1N1); Influenza A virus; Influenza A virus (A/Indore/5477/2015(H1N1)	268	0.5
UniRef50_F2NZW7	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/Uganda/MUWRP-019/2008(H3N2); Influenza A virus (A/swine/Quebec/1257774/2010(H3N2); Influenza A virus (A/California/VRDL364/2009(mixed); Influenza A virus; Influenza A virus (A/equine/Avesta/1/1993(H3N8); Influenza A virus (A/equine/LaPlata/1/1993(H3N8); Influenza A virus (A/duck/Hong Kong/610/79(H9N2); Influenza A virus (A/swine/Quebec/1267568/2010(H3N2)	349	0.5
UniRef50_F2P174	Cluster: Polymerase PB2	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/turkey/Oregon/1/1971(mixed)	754	0.5
UniRef50_F2P241	Cluster: Polymerase PB2	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Athens/INS152/2009(H1N1)	755	0.5
UniRef50_F2Q6M8	Cluster: Nucleocapsid protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	13	Influenza A virus (A/swine/Pingtung/64-26/2007(H1N1); Influenza A virus (A/swine/Hong Kong/715/2008(H1N2); Influenza A virus; Influenza A virus (A/swine/St-Hyacinthe/106/1991(H1N1); Influenza A virus (A/swine/St-Hyacinthe/148/1990(H1N1); Influenza A virus (A/duck/Vietnam/OIE-2749/2012(H9N8); Influenza A virus (A/equine/LaPlata/1/1993(H3N8); Influenza A virus (A/equine/Hokkaido/I828/2008(H3N8); Influenza A virus (A/Quail/Hong Kong/NT28/99(H9N2); Influenza A virus (A/turkey/France/05016/2005(H1N1)	255	0.5
UniRef50_F4MDB0	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	12	Influenza A virus (A/snipe/France/100212i/2010(H5N2); Influenza A virus (A/snipe/France/100212c/2010(H5N2); Influenza A virus; Influenza A virus (A/chicken/Tunisia/345/2011(H9N2); Influenza A virus (A/chicken/Tunisia/848/2011(H9N2); Influenza A virus (A/turkey/Tunisia/2068/2010(H9N2); Influenza A virus (A/chicken/Tunisia/2019/2010(H9N2); Influenza A virus (A/American black duck/Newfoundland/GR256/2011(H3N2)	108	0.5
UniRef50_F4MEZ3	Cluster: Matrix protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/Wisconsin/629-D00466/2009(H1N1); Influenza A virus (A/Seoul/8/1995(H3N2); Influenza A virus (A/Thailand/CU-H1301/2010(H1N1)	135	0.5
UniRef50_F5CTK4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/equine/Egypt/VRLCU/2008(H3N8)	126	0.5
UniRef50_F6GKU1	Cluster: Non-structural protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/Thailand/CU-B4133/2010(H1N1); Influenza A virus (A/Thailand/CU-B4266/2010(H1N1)	134	0.5
UniRef50_F8ISY4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	136	Influenza A virus (A/swine/Tennessee/00264/2004(H1N1); Influenza A virus (A/swine/North Carolina/01116/2006(H1); Influenza A virus (A/swine/North Carolina/01687/2007(H1N1); Influenza A virus (A/swine/North Carolina/01357/2006(H1N2); Influenza A virus (A/swine/North Carolina/00451/2004(H1); Influenza A virus (A/swine/North Carolina/00856/2005(H1); Influenza A virus (A/swine/North Carolina/00438/2004(H1N2); Influenza A virus (A/swine/Nebraska/00346/2004(H1); Influenza A virus (A/swine/North Carolina/00437/2004(H1N2); Influenza A virus (A/swine/North Carolina/00439/2004(H1N2)	300	0.5
UniRef50_F8IUG0	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	87	Influenza A virus (A/swine/Texas/01233/2006(H1); Influenza A virus (A/swine/Texas/01236/2006(H1N2); Influenza A virus (A/swine/Oklahoma/01042/2006(H1N2); Influenza A virus (A/swine/Texas/02041/2008(H1); Influenza A virus (A/swine/Kansas/00948/2006(H1N1); Influenza A virus (A/swine/Oklahoma/01078/2006(H1N1); Influenza A virus (A/swine/Minnesota/02100/2008(H1N2); Influenza A virus (A/swine/Oklahoma/01128/2006(H1); Influenza A virus (A/swine/Oklahoma/00598/2005(H1); Influenza A virus (A/swine/North Carolina/01084/2006(H1)	325	0.5
UniRef50_F8IVI8	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	63	Influenza A virus (A/swine/Saskatchewan/01974/2008(H1N1); Influenza A virus (A/swine/Manitoba/01886/2007(H1); Influenza A virus (A/swine/Minnesota/02093/2008(H1N1); Influenza A virus (A/swine/Manitoba/01178/2006(H1N1); Influenza A virus (A/swine/Missouri/02273/2008(H1N1); Influenza A virus (A/swine/Missouri/02507/2008(H1N1); Influenza A virus (A/swine/Manitoba/01891/2007(H1N1); Influenza A virus (A/swine/Manitoba/02414/2008(H1); Influenza A virus (A/swine/South Dakota/02389/2008(H1); Influenza A virus (A/swine/Illinois/02431/2008(H1N1)	299	0.5
UniRef50_F8IW23	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	70	Influenza A virus (A/swine/Minnesota/02267/2008(H1); Influenza A virus (A/swine/Hong Kong/4228/1999(H1N2); Influenza A virus (A/swine/Hong Kong/4229/1999(H1N2); Influenza A virus (A/swine/Hong Kong/4237/1999(H1N2); Influenza A virus (A/swine/Hong Kong/4227/1999(H1N2); Influenza A virus (A/swine/Hong Kong/4198/1999(H1N2); Influenza A virus (A/swine/Hong Kong/4234/1999(H1N1); Influenza A virus (A/swine/Hong Kong/4233/1999(H1N2); Influenza A virus (A/swine/Hong Kong/4124/1999(H1N2); Influenza A virus (A/swine/Hong Kong/4128/1999(H1N2)	301	0.5
UniRef50_F8IWA3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	128	Influenza A virus (A/swine/Illinois/02385/2008(H1N1); Influenza A virus (A/swine/Illinois/02432/2008(H1N1); Influenza A virus (A/swine/Illinois/02451/2008(H1N1); Influenza A virus (A/swine/Illinois/02087/2008(H1N1); Influenza A virus (A/swine/North Carolina/00932/2005(H1N1); Influenza A virus (A/swine/Missouri/00983/2006(H1N1); Influenza A virus (A/swine/Illinois/02984/2010(H1N1); Influenza A virus (A/swine/North Carolina/00362/2004(H1N1); Influenza A virus (A/swine/North Carolina/01507/2006(H1N1); Influenza A virus (A/swine/Kansas/00408/2004(H1)	301	0.5
UniRef50_F8IXK1	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/duck/Victoria/5385/2002(H4N8); Influenza A virus	467	0.5
UniRef50_F8IYM7	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus (A/Central African Republic/311/2010(H1N1); Influenza A virus (A/Central African Republic/267/2010(H1N1); Influenza A virus (A/Central African Republic/306/2010(H1N1); Influenza A virus (A/Central African Republic/302/2010(H1N1); Influenza A virus (A/Central African Republic/313/2010(H1N1)	85	0.5
UniRef50_F8IZU1	Cluster: Matrix protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/California/VRDL179/2009(mixed)	224	0.5
UniRef50_F8UKE6	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/Chennai/01/2009(H1N1); Influenza A virus (A/Chennai/12/2009(H1N1); Influenza A virus (A/Chennai/07/2009(H1N1)	85	0.5
UniRef50_F8WTZ7	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/duck/Vietnam/OIE-537/2011(H6N2); Influenza A virus (A/duck/Vietnam/OIE-539/2011(H6N2); Influenza A virus (A/duck/Vietnam/OIE-535/2011(H6N2)	229	0.5
UniRef50_G0KID5	Cluster: RNA-directed RNA polymerase catalytic subunit	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/mallard/California/10985/2008(H3N8)	753	0.5
UniRef50_G0KMY0	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	35	Influenza A virus (A/Pacific black duck/Western Australia/2741/1979(H6N1); Influenza A virus (A/swine/Bavaria/27802/2011(H1N1); Influenza A virus (A/swine/Germany/2/1981(H1N1); Influenza A virus; Influenza A virus (A/swine/Bavaria/23702/2012(H1N1); Influenza A virus (A/swine/Minnesota/SG1179/2003(H1N1); Influenza A virus (A/swine/Bavaria/5701/2013(H1N1); Influenza A virus (A/swine/Bavaria/27701/2011(H1N1); Influenza A virus (A/swine/Bavaria/21201/2013(H1N1); Influenza A virus (A/swine/Bavaria/21401/2013(H1N1)	111	0.5
UniRef50_G0KN23	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/duck/Western Australia/8057/1984(H4N6)	470	0.5
UniRef50_G0KPE4	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/unknown/New York/106753-4/2005(H1N1)	566	0.5
UniRef50_G0KPM0	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	12	Influenza A virus (A/mallard/Ontario/15882/2005(H4N2); Influenza A virus (A/mallard/Netherlands/2/2005(H5N2); Influenza A virus (A/mallard/Netherlands/7/2014(H6N2); Influenza A virus (A/Eurasian wigeon/Netherlands/2/2011(N2); Influenza A virus (A/mallard/California/JN808/2006(H4N2); Influenza A virus; Influenza A virus (A/swine/Italy/11271/2003(H1N2); Influenza A virus (A/India/K0915166/2009(H3N2); Influenza A virus (A/India/K0615330/2005(H3N2); Influenza A virus (A/Uberlandia/110/2001(H3N2)	284	0.5
UniRef50_G0KPS2	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/mallard/Quebec/16479/2005(H12)	321	0.5
UniRef50_G0KQC6	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	443	Influenza A virus (A/American black duck/Newfoundland Labrador/26516/2007(H3N2); Influenza A virus (A/Malaysia/2156787/2009(mixed); Influenza A virus (A/duck/Anhui/AF353/2014(H3); Influenza A virus (A/Manitoba/003/2012(H3N2); Influenza A virus (A/duck/Jiangsu/J3798/2014(H3); Influenza A virus (A/Manitoba/01/2013(H3N2); Influenza A virus (A/common teal/Russia/695/2008(H3N8); Influenza A virus (A/equine/Essaouira/3/2004(H3N8); Influenza A virus; Influenza A virus (A/Ontario/82/2014(H3N2)	505	0.5
UniRef50_G0KQU0	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/mallard/Maryland/1211/2006(H11N9)	190	0.5
UniRef50_G0KTV9	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/common scoter/Maryland/299/2005(mixed)	57	0.5
UniRef50_G0KTW8	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/Albany/21/1957(mixed); Influenza A virus; Influenza A virus (A/kunke/1/71(H3N2)	128	0.5
UniRef50_G0KTX9	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Albany/5/1967(mixed)	59	0.5
UniRef50_G1UJA5	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/duck/Vietnam/OIE-707/2011(H11N5); Influenza A virus (A/duck/Vietnam/OIE-745/2011(H11N9); Influenza A virus (A/barnacle goose/Netherlands/1/2011(H6N8)	219	0.5
UniRef50_G2TUJ8	Cluster: Nucleoprotein	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/ruddy duck/Illinois/3471/2009(H3N8)	498	0.5
UniRef50_G2TUN3	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/mallard/Iowa/3205/2009(mixed); Influenza A virus (A/Rome/PTV9/2009(H1N1)	160	0.5
UniRef50_G2U144	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	12	Influenza A virus (A/environment/Xinjiang/6/2009(H5N1); Influenza A virus (A/duck/Vietnam/OIE-1287/2012(H5N1); Influenza A virus (A/chicken/Vietnam/OIE-2215/2012(H5N2); Influenza A virus (A/duck/Vietnam/OIE-1213/2012(H6N6); Influenza A virus (A/duck/Vietnam/OIE-3061/2012(H6N2); Influenza A virus (A/duck/Vietnam/OIE-3426/2012(H3N8); Influenza A virus (A/chicken/Cambodia/047LC3b/2005(H5N1); Influenza A virus (A/duck/Hokkaido/W95/2006(H10N8); Influenza A virus (A/turkey/England/35013/1963(H7N3); Influenza A virus (A/Malaysia/2076212/2009(H1N1)	388	0.5
UniRef50_G3CJA5	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/swine/Italy/318236/2007(H1N2)	263	0.5
UniRef50_G3LZH3	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/swine/Quebec/1257777/2010(H3N2); Mycolicibacter kumamotonensis	107	0.5
UniRef50_G3M4H9	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/New York/4/1918(H1N1); Influenza A virus (A/Virginia/1/1918(H1N1); Influenza A virus (A/Virginia/3/1918(H1N1); Influenza A virus (A/New York/3b/1918(H1N1)	63	0.5
UniRef50_G4RH89	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/sooty tern/Western Australia/7666/1984(mixed)	357	0.5
UniRef50_G5EMB6	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/common pochard/Shimane/5502B024/2011(H5N1); Influenza A virus (A/swan/Hokkaido/67/1996(H5N3); Influenza A virus (A/duck/Vietnam/OIE-2313/2009(H9N2); Influenza A virus (A/duck/Vietnam/OIE-2327/2009(H9N2)	197	0.5
UniRef50_G7WRW7	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/shoveler/Chany/724/2008(H3N8); Influenza A virus (A/mallard/Russia/635/2008(H3N8); Influenza A virus (A/swine/North Carolina/SG1174/2003(H3N1); Influenza A virus (A/India/4905/2014(H3N2); Influenza A virus (A/mallard/Alberta/49/1995(mixed); Influenza A virus (A/wild bird/Korea/A14/2011(H7N9); Influenza A virus (A/shoveler/Altai/13/2008(H4N6); Influenza A virus (A/swine/Sonora/CIAD59C/2008(H3); Influenza A virus (A/Malaysia/21870/2002(mixed)	333	0.5
UniRef50_G7WTA4	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	16	Influenza A virus (A/mallard/Russia/633/2008(H4N6); Influenza A virus; Influenza A virus (A/duck/Vietnam/OIE-0155/2012(H4N6); Cytobacillus solani; Influenza A virus (A/duck/Vietnam/OIE-3071/2011(H4N6); Influenza A virus (A/duck/Vietnam/OIE-3223/2011(H4N6); Influenza A virus (A/Vietnam/TX311/2009(H3N2); Influenza A virus (A/Thailand/C1-16/2002(H3N2); Influenza A virus (A/Nagasaki/I544/2010(H3N2)	234	0.5
UniRef50_G7WUZ3	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Managua/5748.03/2010)	636	0.5
UniRef50_G8IQ93	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	34	Influenza A virus (A/swine/Quebec/1262080/2010(H3N2); Influenza A virus (A/swine/Henan/2/2004(H9N2); Influenza A virus (A/duck/Vietnam/HU1-16/2014(H11N7); Influenza A virus (A/California/VRDL148/2009(H1N1); Influenza A virus (A/duck/Vietnam/HU1-140/2014(H4N6); Influenza B virus; Influenza A virus (A/chicken/Shandong/1/2004(H9N2); Influenza A virus (A/chicken/Shanghai/1/2001(H9N2); Influenza A virus (A/duck/Zhejiang/3/2002(H9N2); Influenza A virus (A/chicken/Henan/1/2005(H9N2)	311	0.5
UniRef50_G8JF12	Cluster: Polymerase PA (Fragment)	UniProtKB Unreviewed (TrEMBL)	7	Influenza A virus (A/ostrich/VRLCU/Egypt/2011(H5N1); Influenza A virus (A/swine/Minnesota/SG1179/2003(H1N1); Influenza A virus; Influenza A virus (A/chicken/Giza/CAI26/2011(H5); Influenza A virus (A/Tennessee/F2015/2011(H1N1); Influenza A virus (A/mallard/Czech Republic/15902-3K/2009(N9)	140	0.5
UniRef50_G8JID3	Cluster: Nucleocapsid protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/Maine/07/2011(H3N2); Influenza A virus (A/Habana/139/2009(H1N1); Influenza A virus (A/Habana/83/2009(H1N1); Influenza A virus (A/Habana/137/2009(H1N1)	87	0.5
UniRef50_G8JID7	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	3	Influenza A virus (A/Maine/07/2011(H3N2); Influenza A virus (A/swine/Korea/GC0407/2005(H3N2); unidentified influenza virus	76	0.5
UniRef50_G9C3T7	Cluster: Nucleocapsid protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	268	Influenza A virus (A/swine/Ohio/FAH1-1/2007(H1N1); Influenza A virus (A/Malaysia/23378/2002(mixed); Influenza A virus (A/Cambodia/NHRCC00009/2009(H3N2); Influenza A virus (A/Boston/DOA62/2011(H1N1); Influenza A virus (A/swine/Cotes d'Armor/800/00(H1N2); Influenza A virus; Influenza A virus (A/chicken/Vietnam/348/2005(H5N1); Influenza A virus (A/duck/Vietnam/272/2005(H5N1); Influenza A virus (A/chicken/Jalgaon/13735/2006(H5N1); Influenza A virus (A/chicken/Jalgaon/13732/2006(H5N1)	339	0.5
UniRef50_G9K136	Cluster: Matrix protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Taiwan/HL09033/2011(H3N2)	88	0.5
UniRef50_H6QM61	Cluster: Polymerase PB2	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Athens/INS328/2009)	759	0.5
UniRef50_H6QM85	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL); UniParc	7	Influenza A virus (A/little yellow-shoulderedbat/Guatemala/164/2009(H17N10); Influenza A virus (strain A/little yellow-shoulderedbat/Guatemala/153/2009(H17N10); Influenza A virus (A/little yellow-shoulderedbat/Guatemala/060/2010(H17N10)	442	0.5
UniRef50_H6QM93	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL); UniParc	32	Influenza A virus (A/little yellow-shoulderedbat/Guatemala/060/2010(H17N10); Influenza A virus (A/little yellow-shoulderedbat/Guatemala/164/2009(H17N10); Influenza A virus (strain A/little yellow-shoulderedbat/Guatemala/153/2009(H17N10); Influenza A virus; Influenza A virus (A/flat-faced bat/Peru/033/2010(H18N11); Influenza A virus (A/dark fruit-eatingbat/Bolivia/PBV780-781/2011(H18N11); Influenza A virus (A/chicken/Indonesia/Sukabumi_3/2007(H5N1); Influenza A virus (A/chicken/Indonesia/Sukabumi_10/2007(H5N1); Influenza A virus (A/chicken/Indonesia/Tanggerang_10/2007(H5N1); Influenza A virus (A/chicken/Indonesia/Timika_10/2006(H5N1)	564	0.5
UniRef50_H6S3K8	Cluster: Glycoprotein NB (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Singapore/DSO_010147/2007); Influenza B virus (B/Guangdong/25/2010)	52	0.5
UniRef50_H9XCM5	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus (A/Bilthoven/5168/1976(H3N2); Influenza A virus (A/duck/Jiangxi/5916/2008(mixed); Influenza A virus (A/shoveler/Chany/788/2008(H3N8); Influenza A virus (A/red-fronted coot/Chile/5/2013(H3N6); Influenza A virus (A/herring gull/Delaware Bay/687/1988(mixed)	435	0.5
UniRef50_H9XCW6	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	39	Influenza A virus (A/Eindhoven/3447/1989(H3N2); Influenza A virus (A/swine/Bavaria/22502/2011(H1N2); Influenza A virus (A/swine/Bavaria/1803/2013(H3N2); Influenza A virus (A/swine/Bavaria/85101/2010(H1N2); Influenza A virus (A/swine/Bavaria/85001/2010(H1N2); Influenza A virus (A/swine/Bavaria/32810/2012(H3N2); Influenza A virus (A/swine/Bavaria/1802/2013(H3N2); Influenza A virus (A/swine/Bavaria/86901/2013(H1N2); Influenza A virus (A/swine/Bavaria/20801/2011(H1N2); Influenza A virus (A/swine/Bavaria/82301/2012(H3N2)	161	0.5
UniRef50_H9XDH3	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	3886	Influenza A virus (A/Madrid/G102/1993(H3N2); Influenza A virus (A/Sao Paulo/11-12278/2011(H3N2); Influenza A virus (A/swine/Hebei/1/2005(H3N2); Influenza A virus (A/Kenya/025/2017(H3N2); Influenza A virus (A/Sao Paulo/12-369/2011(H3N2); Influenza A virus (A/Kenya/051/2010(H3N2); Influenza A virus (A/Kenya/003/2010(H3N2); Influenza A virus (A/Kenya/010/2010(H3N2); Influenza A virus (A/Texas/AF2728/2010(H3N2); Influenza A virus (A/Arizona/AF2697/2011(H3N2)	430	0.5
UniRef50_I1Z1W0	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	9	Influenza A virus (A/Mexico/InDRE3740/2011(H1N1); Influenza A virus (A/Mexico/InDRE3760/2011(H1N1); Influenza A virus (A/Pondicherry/ISW1223/2012(H1N1); Influenza A virus (A/Pondicherry/JIP1062/2015(H1N1); Influenza A virus (A/Pondicherry/PIM38/2012(H1N1); Influenza A virus (A/Pondicherry/JIM1090/2015(H1N1); Influenza A virus (A/Pondicherry/JIM134/2012(H1N1); Influenza A virus (A/Casablanca/0109/2013(H1N1); Influenza A virus (A/Mexico/InDRE3752/2011(H1N1)	225	0.5
UniRef50_I1Z262	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	30	Influenza A virus (A/mallard/Rugen/27-6/1980(mixed); Influenza A virus (A/swine/Pingtung/92-2/2003(H1N2); Influenza A virus (A/aquatic bird/Korea/JN-2/2006(H3N2); Influenza A virus (A/duck/Korea/S17/03(H6N1); Influenza A virus; Influenza A virus (A/swine/Shizuoka/1/1978(H1N1); Influenza A virus (A/aquatic bird/Korea/KN-5/2006(H3N8); Influenza A virus (A/chicken/Bangladesh/BL-470/2010(H5N1); Influenza A virus (A/Thailand/CU-H1140/2009(H1N1); Influenza A virus (A/Thailand/CU-H1379/2010(H1N1)	203	0.5
UniRef50_I2CSI3	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/equine/Essaouira/3/2004(H3N8)	65	0.5
UniRef50_I2D203	Cluster: Polymerase PB2 (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	21	Influenza A virus (A/Malaysia/2124650/2009(mixed); Influenza A virus (A/pintail/Alberta/155/1994(H6N8); Influenza A virus (A/swine/Indiana/A01076191/2010(H3N2); Influenza A virus (A/swine/Cameroon/11rs149-198/2010(H1N1); Influenza A virus (A/grey heron/Korea/VI1511105/2015(H3N8); Influenza A virus (A/Switzerland/8808/2002(H1N1); Influenza A virus (A/Niedersachsen/4/05(H3N2); Influenza A virus (A/Thueringen/27/2004(H3N2); Influenza A virus (A/Berlin/43/02(H3N2); Influenza A virus (A/Sachsen/4/04(H3N2)	334	0.5
UniRef50_I2FIJ9	Cluster: Non-structural protein 1 (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	13	Influenza A virus (A/muscovy duck/Vietnam/OIE-3509/2011(H5N1); Influenza A virus (A/muscovy duck/Vietnam/OIE-3012/2011(H5N1); Influenza A virus (A/muscovy duck/Vietnam/OIE-3312/2011(H5N1); Influenza A virus (A/muscovy duck/Vietnam/OIE-3314/2011(H5N1); Influenza A virus (A/Thailand/CU-H300F/2009(H1N1); Influenza A virus (A/duck/Vietnam/OIE-2530/2011(H4N2); Influenza A virus (strain A/Canberra grammar/1977 H3N2); Influenza A virus (A/duck/Vietnam/OIE-3141/2011(H6N2); Influenza A virus (A/duck/Vietnam/OIE-4039/2010(H6N2); Influenza A virus (A/duck/Vietnam/OIE-4429/2010(H6N2)	79	0.5
UniRef50_I2FJX4	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/duck/Vietnam/OIE-3021/2011(H6N2); Influenza A virus (A/duck/Vietnam/OIE-3225/2011(H6N2); Influenza A virus (A/Thailand/CU-H85/2009(H1N1)	100	0.5
