Cluster ID	Cluster Name	Types	Size	Organisms	Length	Identity
UniRef90_A2V6I4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Kobe/aq26/2001(H9N2)	466	0.9
UniRef90_A2V6L4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Yokohama/aq45/2002(H9N2)	466	0.9
UniRef90_A2V6M4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Yokohama/aq134/2002(H9N2)	466	0.9
UniRef90_A2V6P4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Yokohama/aq120/2001(H9N2)	469	0.9
UniRef90_A3DQG5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	4	Influenza B virus (B/Georgia/09/2005); Influenza B virus (B/Taiwan/00748/2005); Influenza B virus (B/Malaysia/30397/2004); Influenza B virus (B/Victoria/502/2005)	466	0.9
UniRef90_A3DQT5	Cluster: Glycoprotein NB	UniProtKB Unreviewed (TrEMBL)	3	Influenza B virus (B/Taiwan/1484/2001); Influenza B virus (B/Shiga/51/98); Influenza B virus (B/Nagoya/20/99)	100	0.9
UniRef90_A3DQT6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Taiwan/1484/2001)	466	0.9
UniRef90_A3DR13	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Czechoslovakia/69/1990)	466	0.9
UniRef90_A3DR35	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/New York/39/1991); Influenza B virus (B/Houston/1/91)	465	0.9
UniRef90_A3DR46	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	4	Influenza B virus (B/Texas/14/1991); Influenza B virus (B/Memphis/4/93); Influenza B virus (strain B/Bangkok/163/1990); Influenza B virus (B/Bangkok/153/1990)	465	0.9
UniRef90_A3DR57	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Alaska/03/1992); Influenza B virus (B/Nashville/107/93)	465	0.9
UniRef90_A3DR67	Cluster: Glycoprotein NB	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/New York/24/1993); Influenza B virus (B/Memphis/5/93)	99	0.9
UniRef90_A3DR68	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/New York/24/1993)	465	0.9
UniRef90_A3DR79	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL); UniParc	2586	Influenza B virus (B/Bangkok/141/1994); Influenza B virus (B/Temple/B1166/2001); Influenza B virus; Influenza B virus (B/Egypt/370(S); Influenza B virus (B/Taiwan/50/2006); Influenza B virus (B/Taiwan/N3096/2006); Influenza B virus (B/Taiwan/N3932/2006); Influenza B virus (B/Taiwan/N3510/2006); Influenza B virus (B/Taiwan/N3651/2006); Influenza B virus (B/Taiwan/N3802/2006)	466	0.9
UniRef90_A3DRB2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Johannesburg/06/1994)	465	0.9
UniRef90_A3DS55	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/Albany/3/1969(H3N2); Influenza A virus (A/ruddy turnstone/New Jersey/260/1990(H3N6); Influenza A virus (A/duck/Jiangsu/J3602/2014(H3); Influenza A virus (A/psittacine/Italy/2873/2000(H3N8)	566	0.9
UniRef90_A3KF03	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL); UniParc	22	Influenza A virus (strain A/Aichi/2/1968 H3N2); Influenza A virus (A/Hong Kong/1-6-MA21-1/1968(H3N2); Influenza A virus (A/Hong Kong/1-5-MA21-3/1968(H3N2); Influenza A virus (A/Hong Kong/1-6-MA21-2/1968(H3N2); Influenza A virus (A/Hong Kong/1-6-MA21-3/1968(H3N2); Influenza A virus (A/Hong Kong/1-4-MA21-1/1968(H3N2); Influenza A virus (A/Hong Kong/HK4MA21-1/2008(H3N2); Influenza A virus (A/Hong Kong/HK6MA21-2/2008(H3N2); Influenza A virus (A/Hong Kong/1-4-MA21-2/1968(H3N2); Influenza A virus (A/Hong Kong/HK5MA21-3/2008(H3N2)	566	0.9
UniRef90_A3R4V6	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/243/2000(H9N2)	414	0.9
UniRef90_A3R4V8	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/quail/Shantou/1310/2000(H9N2); Influenza A virus (A/quail/Shantou/222/2001(H9N2)	414	0.9
UniRef90_A3R4W7	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/1242/2001(H9N2)	414	0.9
UniRef90_A3R4X0	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/quail/Shantou/1555/2001(H9N2); Influenza A virus (A/quail/Shantou/1235/2001(H9N2)	414	0.9
UniRef90_A3R4X1	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/1912/2001(H9N2)	414	0.9
UniRef90_A3R4X4	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/4179/2001(H9N2)	414	0.9
UniRef90_A3R4Y5	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/quail/Shantou/1551/2002(H9N2); Influenza A virus (A/quail/Shantou/69/2002(H9N2)	414	0.9
UniRef90_A3R4Y7	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/quail/Shantou/4203/2002(H9N2); Influenza A virus (A/quail/Shantou/4700/2002(H9N2); Influenza A virus (A/quail/Shantou/3851/2002(H9N2)	411	0.9
UniRef90_A3R4Y9	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/149/2003(H9N2)	408	0.9
UniRef90_A3R4Z1	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/335/2003(H9N2)	408	0.9
UniRef90_A3R4Z3	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/1780/2003(H9N2)	410	0.9
UniRef90_A3R4Z4	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/1978/2003(H9N2)	408	0.9
UniRef90_A3R4Z9	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/3502/2003(H9N2)	414	0.9
UniRef90_A3R504	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	10	Influenza A virus (A/quail/Shantou/4044/2003(H9N2); Influenza A virus (A/quail/Shantou/1475/2004(H9N2); Influenza A virus (A/quail/Shantou/4850/2003(H9N2); Influenza A virus (A/duck/Hokkaido/W112/2008(H6N5); Influenza A virus (A/quail/Shantou/1883/2004(H9N2); Influenza A virus (A/quail/Shantou/3308/2003(H9N2); Influenza A virus (A/quail/Shantou/3768/2003(H9N2); Influenza A virus (A/quail/Shantou/403/2004(H9N2); Influenza A virus (A/quail/Shantou/3060/2004(H9N2); Influenza A virus (A/quail/Shantou/1865/2004(H9N2)	414	0.9
UniRef90_A3R506	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/5/2004(H9N2)	414	0.9
UniRef90_A3R515	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/7397/2004(H9N2)	413	0.9
UniRef90_A3R522	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/8993/2005(H9N2)	414	0.9
UniRef90_A3R526	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/19506/2005(H9N2)	414	0.9
UniRef90_A3R528	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/21605/2005(H9N2)	414	0.9
UniRef90_A3R5K5	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/3851/2002(H9N2)	459	0.9
UniRef90_A3R5P5	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/19506/2005(H9N2)	457	0.9
UniRef90_A3R5S2	Cluster: Nucleoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/365/2002(H9N2)	323	0.9
UniRef90_A3R5W1	Cluster: Nucleoprotein (Fragment)	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus (A/quail/Shantou/2200/2005(H9N2); Influenza A virus (A/quail/Shantou/3143/2005(H9N2); Influenza A virus (A/quail/Shantou/5011/2005(H9N2); Influenza A virus (A/quail/Shantou/6825/2005(H6N2); Influenza A virus (A/quail/Shantou/9399/2005(H6N2)	323	0.9
UniRef90_A3R6D5	Cluster: Polymerase acidic protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/4179/2001(H9N2)	459	0.9
UniRef90_A3R6F4	Cluster: Polymerase acidic protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/1780/2003(H9N2)	459	0.9
UniRef90_A3R6F5	Cluster: Polymerase acidic protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/1978/2003(H9N2)	459	0.9
UniRef90_A3R6F6	Cluster: Polymerase acidic protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/2608/2003(H9N2)	459	0.9
UniRef90_A3R6H4	Cluster: Polymerase acidic protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/6648/2004(H9N2)	459	0.9
UniRef90_A3R6I0	Cluster: Polymerase acidic protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/2200/2005(H9N2)	459	0.9
UniRef90_A3R6I7	Cluster: Polymerase acidic protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/19506/2005(H9N2)	459	0.9
UniRef90_A3R6I8	Cluster: Polymerase acidic protein (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/20787/2005(H9N2)	459	0.9
UniRef90_A3R6J0	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/243/2000(H9N2)	480	0.9
UniRef90_A3R6J2	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/quail/Shantou/1310/2000(H9N2); Influenza A virus (A/quail/Shantou/782/2000(H9N2)	486	0.9
UniRef90_A3R6J5	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/2061/2000(H9N2)	486	0.9
UniRef90_A3R6J7	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/222/2001(H9N2)	480	0.9
UniRef90_A3R6K8	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/4179/2001(H9N2)	486	0.9
UniRef90_A3R6K9	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/4641/2001(H9N2)	486	0.9
UniRef90_A3R6L3	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/69/2002(H9N2)	475	0.9
UniRef90_A3R6L4	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/365/2002(H9N2)	471	0.9
UniRef90_A3R6L5	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/384/2002(H9N2)	486	0.9
UniRef90_A3R6L7	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/786/2002(H9N2)	471	0.9
UniRef90_A3R6M0	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/3851/2002(H9N2)	486	0.9
UniRef90_A3R6M1	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/quail/Shantou/4203/2002(H9N2); Influenza A virus (A/quail/Shantou/4700/2002(H9N2)	486	0.9
UniRef90_A3R6M3	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/149/2003(H9N2)	486	0.9
UniRef90_A3R6M4	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/308/2003(H9N2)	486	0.9
UniRef90_A3R6M5	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/335/2003(H9N2)	486	0.9
UniRef90_A3R6M9	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/2608/2003(H9N2)	486	0.9
UniRef90_A3R6N0	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/2615/2003(H9N2)	486	0.9
UniRef90_A3R6N1	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	6	Influenza A virus (A/quail/Shantou/3008/2003(H9N2); Influenza A virus (A/quail/Shantou/3308/2003(H9N2); Influenza A virus (A/quail/Shantou/4044/2003(H9N2); Influenza A virus (A/quail/Shantou/1865/2004(H9N2); Influenza A virus (A/quail/Shantou/3768/2003(H9N2); Influenza A virus (A/quail/Shantou/4850/2003(H9N2)	486	0.9
UniRef90_A3R6N7	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/4038/2003(H9N2)	486	0.9
UniRef90_A3R6P2	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/quail/Shantou/1475/2004(H9N2); Influenza A virus (A/quail/Shantou/403/2004(H9N2)	486	0.9
UniRef90_A3R6P4	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/1883/2004(H9N2)	486	0.9
UniRef90_A3R6P5	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/3060/2004(H9N2)	486	0.9
UniRef90_A3R6Q1	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/299/2005(H9N2)	486	0.9
UniRef90_A3R6Q3	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/2200/2005(H9N2)	486	0.9
UniRef90_A3R6Q8	Cluster: RNA-directed RNA polymerase catalytic subunit (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/quail/Shantou/13425/2005(H9N2)	486	0.9
UniRef90_A3RMH0	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Cambodia/JP52a/2005(H5N1)	449	0.9
UniRef90_A3RMH3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Viet Nam/JP178/2004(H5N1)	449	0.9
UniRef90_A3RMI1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/Viet Nam/HN30408/2005(H5N1)	449	0.9
UniRef90_A3RMR4	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/chicken/Thailand/2/04(H5N1)	437	0.9
UniRef90_A4D2Z7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Temple/B7/1999)	466	0.9
UniRef90_A4D3W6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Houston/B720/2004)	466	0.9
UniRef90_A4D3Y8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Houston/B756/2005)	466	0.9
UniRef90_A4D3Z9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Houston/B787/2005)	466	0.9
UniRef90_A4D410	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Houston/B846/2005)	466	0.9
UniRef90_A4D432	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (strain B/Panama/45/1990)	466	0.9
UniRef90_A4D487	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Egypt/2040/2004)	466	0.9
UniRef90_A4D555	Cluster: Glycoprotein NB	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Shizuoka/480/2000); Influenza B virus (B/Hong Kong/64/2004)	100	0.9
UniRef90_A4D567	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Hong Kong/06/2001); Influenza B virus (B/Hong Kong/6/2001)	466	0.9
UniRef90_A4D5D3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Akita/27/2001)	466	0.9
UniRef90_A4D5F5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Moscow/16/2002)	466	0.9
UniRef90_A4D5P3	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Victoria/02/1987); Influenza B virus (strain B/Victoria/2/1987)	466	0.9
UniRef90_A4D5Q4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (strain B/Yamagata/16/1988)	466	0.9
UniRef90_A4D5R5	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (strain B/Hong Kong/22/1989)	466	0.9
UniRef90_A4D5S6	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Singapore/04/1991)	466	0.9
UniRef90_A4D5T7	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Hong Kong/03/1992)	466	0.9
UniRef90_A4D5U8	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Oita/15/1992)	465	0.9
UniRef90_A4D5V9	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	1	Influenza B virus (B/Connecticut/07/1993)	465	0.9
UniRef90_A4D5X0	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Hong Kong/02/1993); Influenza B virus (B/Guangdong/8/93)	466	0.9
UniRef90_A4D5Y1	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza B virus (B/Mie/01/1993); Influenza B virus (B/Taiwan/3797/2006)	466	0.9
UniRef90_A4D625	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	5	Influenza B virus (B/Connecticut/02/1995); Influenza B virus (B/New York/1009/1995); Influenza B virus (B/Lisbon/02/1994); Influenza B virus (B/Memphis/18/95); Influenza B virus (B/Ann Arbor/1994)	465	0.9
UniRef90_A4D6B2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (A/snow goose/Maryland/364/2005(H6N1); Influenza A virus (A/green-winged teal/Nova Scotia/14917/2005(H6N1)	455	0.9
UniRef90_A4D7Y7	Cluster: Protein PA-X (Fragment)	UniProtKB Unreviewed (TrEMBL)	4	Influenza A virus (A/chicken/South Africa/UP1102/02(H6N2); Influenza A virus (A/chicken/India/82588/2008(H9N2); Influenza A virus (A/tree sparrow/HK/864/2002(H5N1); Influenza A virus	245	0.9
UniRef90_A4D7Y9	Cluster: Polymerase basic protein 2 (Fragment)	UniProtKB Unreviewed (TrEMBL); UniParc	24	Influenza A virus (A/chicken/South Africa/UP1102/02(H6N2); Influenza A virus (A/duck/Hokkaido/1005/2001(H3N6); Influenza A virus; Influenza A virus (A/ostrich/South Africa/KK98/98(H6N8); Influenza A virus (A/duck/Vietnam/OIE-3479/2012(H6N2); Influenza A virus (A/duck/Vietnam/OIE-3061/2012(H6N2); Influenza A virus (A/duck/Vietnam/OIE-3469/2012(H4N6); Influenza A virus (A/duck/Vietnam/OIE-3426/2012(H3N8); Influenza A virus (A/kelp gull/Argentina/LDC4/2006(H13N9); Influenza A virus (A/equine/Sao_Paulo/10.FMVZ/2015(H3N8)	245	0.9
UniRef90_A4D7Z8	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	28	Influenza A virus (A/ostrich/South Africa/KK98/98(H6N8); Influenza A virus (A/duck/Korea/A50/2009(H6N2); Influenza A virus (A/chicken/California/1255/2002(H6N2); Influenza A virus (A/chicken/California/650/2000(H6N2); Influenza A virus (A/chicken/California/6028/2004(H6N2); Influenza A virus (A/chicken/California/9174/2001(H6N2); Influenza A virus (A/chicken/California/8892/2001(H6N2); Influenza A virus (A/chicken/California/1316/2001(H6N2); Influenza A virus (A/chicken/California/9420/2001(H6N2); Influenza A virus (A/chicken/California/7211/2004(H6N2)	453	0.9
UniRef90_A4D8N1	Cluster: Hemagglutinin (Fragment)	UniProtKB Unreviewed (TrEMBL)	18	Influenza A virus (A/chicken/Dubai/463/2003(H9N2); Influenza A virus; Influenza A virus (A/quail/Shantou/13425/2005(H9N2); Influenza A virus (A/quail/Shantou/5/2004(H9N2); Influenza A virus (A/quail/Shantou/1780/2003(H9N2); Influenza A virus (A/quail/Shantou/69/2002(H9N2); Influenza A virus (A/quail/Shantou/222/2001(H9N2); Influenza A virus (A/quail/Shantou/3308/2003(H9N2); Influenza A virus (A/quail/Shantou/1978/2003(H9N2); Influenza A virus (A/quail/Shantou/149/2003(H9N2)	548	0.9
UniRef90_A4GBY6	Cluster: Protein PB1-F2	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	1176	Influenza A virus (strain A/Brazil/11/1978 H1N1); Influenza A virus (strain A/USSR/90/1977 H1N1); Influenza A virus (strain A/India/6263/1980 H1N1); Influenza A virus (strain A/USA:Texas/UR06-0195/2007 H1N1); Influenza A virus (strain A/USA:Memphis/10/1996 H1N1); Influenza A virus (strain A/Chile/1/1983 H1N1); Influenza A virus (A/Memphis/7/1980(H1N1); Influenza A virus (A/Memphis/21/1983(H1N1); Influenza A virus (A/Memphis/26/1983(H1N1); Influenza A virus (A/Memphis/20/1983(H1N1)	57	0.9
UniRef90_A4GCA9	Cluster: Hemagglutinin	UniProtKB Unreviewed (TrEMBL)	28	Influenza A virus (A/Albany/6/1967(H2N2); Influenza A virus (A/Albany/7/1967(H2N2); Influenza A virus (A/Albany/5/1967(mixed); Influenza A virus (A/Ann Arbor/7/1967(H2N2); Influenza A virus (A/Georgia/1/1967(H2N2); Influenza A virus (A/Potsdam/2/1965(H2N2); Influenza A virus (strain A/Berkeley/1/1968 H2N2); Influenza A virus (A/Leningrad/29/1963(H2N2); Influenza A virus (A/Johannesburg/617/1967(H2N2); Influenza A virus (A/Czech Republic/1/1966(H2N2)	562	0.9
UniRef90_A4GCB2	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	5	Influenza A virus (A/Albany/6/1967(H2N2); Influenza A virus (A/Albany/4/1967(H2N2); Influenza A virus (A/Albany/7/1967(H2N2); Influenza A virus (A/Albany/3/1967(H2N2); Influenza A virus (A/Albany/5/1967(mixed)	469	0.9
UniRef90_A4GCI9	Cluster: Neuraminidase	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (strain A/Henry/1936 H1N1); Influenza A virus	469	0.9
UniRef90_A4GCL1	Cluster: Neuraminidase	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	2	Influenza A virus (strain A/USA:Iowa/1943 H1N1); Influenza A virus (A/AA/Marton/1943(H1N1)	469	0.9
UniRef90_A4GCL7	Cluster: Protein PB1-F2	UniProtKB Reviewed (Swiss-Prot); UniProtKB Unreviewed (TrEMBL)	13	Influenza A virus (strain A/USA:Iowa/1943 H1N1); Influenza A virus (strain A/Hickox/1940 H1N1); Influenza A virus (A/AA/Marton/1943(H1N1); Influenza A virus (A/Hemsbury/1948(H1N1); Influenza A virus (A/Hickox/JY2/1940(H1N1); Influenza A virus (A/Cameron/JY2/1946(H1N1); Influenza A virus (A/Cameron/1946(H1N1); Influenza A virus (A/Bellamy/1942(H1N1); Influenza A virus (A/Bellamy/JY2/1942(H1N1); Influenza A virus (A/Fort Monmouth/1/1947(H1N1)	90	0.9
UniRef90_A4GCM2	Cluster: Neuraminidase	UniProtKB Reviewed (Swiss-Prot)	1	Influenza A virus (strain A/USA:Phila/1935 H1N1)	469	0.9
UniRef90_A4GXG4	Cluster: Neuraminidase	UniProtKB Unreviewed (TrEMBL)	3	Influenza A virus (A/RB Pochard/Hong Kong/821/03(H5N1); Influenza A virus (A/duck/Hong Kong/821/2002(H5N1); Influenza A virus (A/feral pigeon/HK/862.7/2002(H5N1)	449	0.9
UniRef90_A4GXM2	Cluster: Neuraminidase (Fragment)	UniProtKB Unreviewed (TrEMBL)	1	Influenza A virus (A/goose/Cambodia/28/2004(H5N1)	422	0.9
